Program,Sex_code,Entrance_Exam_Score,HS_GPA,risk_label,Entrance_Exam_Tier,HS_Performance_Tier,Strand_Program_Match,First_Gen_Student,Has_Scholarship,Financial_Stress,Gap_Years,Private_HS,Has_HS_Honors,Age_At_Enrollment,Age_Group,Distance_KM,Distance_Bucket,Program_Risk_Index,Municipality_Risk_Index
BSHM,F,106,86.6,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Automotive,F,105,81.8,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,132,77.9,0,0,2,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,117,87,0,0,1,2,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIE,F,117,89.2,0,0,1,2,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.054166667,0.5
BSIT,F,79,81.4,0,1,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSFI,M,111.56,90.1,0,0,0,0,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.058333333,0.5
BSHM,F,118,85.7,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSFI,F,112,81.9,0,0,1,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.058333333,0.5
BSIT,M,108,89,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111.56,94.1,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BIT-Automotive,M,116,95.7,0,0,0,1,0,1,4,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,F,57,84,0,2,1,2,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Automotive,M,105,89.3,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,130,92.5,0,0,0,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,M,115,87.3,0,0,1,0,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Automotive,M,71,75.5,0,1,2,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,127,88.5,0,0,1,2,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BSHM,M,105,97.6,0,0,0,0,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-CT,M,89,78.2,0,0,2,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.0375,0.5
BSIE,M,111.56,82.2,0,0,1,2,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Electronics,M,126,83.1,0,0,1,0,0,0,5,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,F,100,87.2,0,0,1,0,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.0375,0.5
BSHM,F,120,95,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,M,117,85.73,0,0,1,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BSFI,M,114,91.5,0,0,0,0,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Electronics,M,112,89.4,0,0,1,0,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,117,92.3,0,0,0,2,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Automotive,M,120,92.5,0,0,0,0,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,103,84.4,0,0,1,2,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BSFI,M,111,81,0,0,1,0,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.058333333,0.5
BSIE,M,124,89.5,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BSIT,M,131,81.6,0,0,1,2,1,1,5,0,1,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,119,90.5,0,0,0,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSHM,M,114,88.7,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSIT,M,119,85.2,0,0,1,2,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BIT-Electronics,M,99,83.8,0,0,1,0,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,M,99,89,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.058333333,0.5
BSHM,M,123,89.1,0,0,1,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,M,100,84,1,0,1,0,0,1,4,0,1,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,F,107,90.8,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.0375,0.5
BSIE,M,75,80.7,0,1,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Electronics,F,122,88.9,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,F,106,85.73,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-CT,F,112,80.4,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-CT,F,76,78.1,0,1,2,0,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.0375,0.5
BSHM,F,124,84.2,0,0,1,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSFI,M,118,89.6,0,0,1,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.058333333,0.5
BSIE,F,72,82.2,1,1,1,2,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Electronics,F,144,88.2,0,0,1,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,65,85.73,1,1,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,100,96.1,0,0,0,2,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,96,93.2,0,0,0,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BIT-Automotive,M,111,85.73,0,0,1,0,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,118,86.1,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.0375,0.5
BSHM,F,119,80.6,0,0,1,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,F,57,75.5,1,2,2,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,M,89,79.7,0,0,2,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.0375,0.5
BIT-Automotive,M,58,75.7,0,2,2,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,105,91.1,0,0,0,0,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-CT,M,105,80.8,0,0,1,0,1,0,6,0,1,0,18,traditional,82.19663955,very_far,0.0375,0.5
BSIT,F,77,75.3,0,1,2,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,135,85.3,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BIT-Electronics,M,99,95.2,0,0,0,0,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,F,138,83.4,0,0,1,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,M,124,83.4,0,0,1,2,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,F,113,79.7,0,0,2,0,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-CT,M,109,86.7,0,0,1,1,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.0375,0.5
BSFI,F,106,92.6,0,0,0,0,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Electronics,F,105,90,0,0,0,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,110,89,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.0375,0.5
BSHM,F,107,78.7,0,0,2,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,115,92.6,0,0,0,1,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,F,126,87,0,0,1,1,0,0,5,0,1,1,18,traditional,82.19663955,very_far,0.054166667,0.5
BSFI,F,117,88.2,0,0,1,0,0,1,4,0,1,0,17,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Automotive,M,116,86.3,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,121,77.2,0,0,2,2,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BSHM,M,120,87.7,0,0,1,0,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Electronics,M,128,88.1,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,118,82.3,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.0375,0.5
BSIE,M,140,81.3,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BSIT,M,104,74.3,0,0,2,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIE,M,133,82.4,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,M,133,89.2,0,0,1,-1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.0375,0.5
BSHM,F,106,77.5,0,0,2,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,F,106,82.8,0,0,1,2,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.054166667,0.5
BSHM,M,115,81.9,0,0,1,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSFI,F,132,89.7,0,0,1,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.058333333,0.5
BSHM,F,136,85.5,0,0,1,1,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,F,133,85.3,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Automotive,M,119,84.2,0,0,1,0,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,M,117,81.5,0,0,1,0,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.058333333,0.5
BSHM,F,115,90.3,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,M,133,94.1,0,0,0,2,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.054166667,0.5
BSIT,M,121,85.6,0,0,1,1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSHM,F,113,91,0,0,0,0,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,M,111,77.1,0,0,2,2,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,F,129,85.73,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.0375,0.5
BSHM,F,116,84.1,0,0,1,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Electronics,M,101,88,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,126,81.1,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,M,109,85.1,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,122,86.5,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Electronics,M,100,92.8,0,0,0,0,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,117,89.7,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSHM,M,83,84.2,0,0,1,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,F,102,89,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Electronics,M,107,83,0,0,1,0,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,F,100,92.5,0,0,0,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-CT,M,123,81.1,0,0,1,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.0375,0.5
BSIT,M,82,78.5,1,0,2,2,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSHM,F,111.56,92.8,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,M,80,74.4,1,0,2,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,M,112,91.7,0,0,0,-1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.0375,0.5
BSIT,M,107,86.7,0,0,1,-1,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,124,92.3,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BIT-Automotive,M,119,74,0,0,2,1,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,77,71.6,0,1,2,-1,1,1,5,0,1,0,19,traditional,82.19663955,very_far,0.05,0.5
BSFI,M,113,85.8,0,0,1,0,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Electronics,M,119,83.7,0,0,1,0,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,106,89.5,0,0,1,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.0375,0.5
BSFI,M,103,83.4,0,0,1,0,0,0,5,0,1,0,16,traditional,82.19663955,very_far,0.058333333,0.5
BSIE,M,124,82.4,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,F,128,83.5,0,0,1,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.0375,0.5
BSIT,M,135,88.1,0,0,1,2,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BIT-CT,M,117,92.5,0,0,0,0,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.0375,0.5
BIT-Electronics,M,113,83.8,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,F,102,83.1,0,0,1,0,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.058333333,0.5
BSHM,M,122,89.3,0,0,1,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-CT,M,121,79.6,0,0,2,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.0375,0.5
BIT-CT,F,119,96.3,0,0,0,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-Electronics,M,108,82.2,0,0,1,0,0,0,5,0,1,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,M,112,80.3,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSIE,F,116,84.8,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BSIT,M,128,84.6,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BIT-CT,F,128,86.4,0,0,1,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.0375,0.5
BIT-Electronics,M,128,81,0,0,1,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,F,122,83.9,0,0,1,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,99,89.8,0,0,1,0,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSIT,M,125,91.7,0,0,0,2,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSHM,F,115,85.1,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-CT,M,101,75,1,0,2,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.0375,0.5
BSIE,M,122,88.7,0,0,1,2,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Electronics,M,110,95.1,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,F,95,87,0,0,1,0,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Automotive,M,129,77.8,0,0,2,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,F,122,89.8,0,0,1,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.058333333,0.5
BSIE,M,116,81.9,0,0,1,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Automotive,M,120,91,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,119,85.73,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.0375,0.5
BSHM,F,125,93.9,0,0,0,1,0,0,5,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,94,76.8,0,0,2,0,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSIT,M,118,93.3,0,0,0,2,1,0,6,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIE,M,119,84.5,0,0,1,2,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Electronics,F,109,92.9,0,0,0,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,82,74.8,0,0,2,2,0,0,5,0,1,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,F,108,83.7,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.0375,0.5
BSFI,F,141,92.1,0,0,0,1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.058333333,0.5
BSFI,M,130,92.4,0,0,0,1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Electronics,M,127,81.4,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,74,76.2,0,1,2,2,1,0,6,0,1,0,19,traditional,82.19663955,very_far,0.05,0.5
BIT-Electronics,M,106,87,0,0,1,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,F,86,76.5,0,0,2,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BIT-Automotive,M,117,95.9,0,0,0,0,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,F,96,79.6,0,0,2,0,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSFI,M,111,92.6,0,0,0,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.058333333,0.5
BSIE,F,134,98,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Automotive,M,109,77,0,0,2,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,M,111.56,80.7,1,0,1,0,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.058333333,0.5
BSIT,F,127,89,0,0,1,2,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSFI,M,82,75.7,0,0,2,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.058333333,0.5
BSHM,F,129,82.9,0,0,1,0,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Electronics,M,102,85.2,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,105,81,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSHM,M,121,85.9,0,0,1,0,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Electronics,M,130,82.1,0,0,1,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,98,94.7,0,0,0,2,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.054166667,0.5
BSIE,M,123,78.1,0,0,2,2,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.054166667,0.5
BSHM,M,115,87,0,0,1,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSFI,M,110,81.8,0,0,1,0,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.058333333,0.5
BSIE,F,94,74.1,0,0,2,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BSIT,M,119,85.6,0,0,1,-1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,115,95.3,0,0,0,2,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIE,M,96,79.2,0,0,2,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.054166667,0.5
BSHM,M,132,85.73,0,0,1,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Automotive,M,130,86,0,0,1,1,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,M,121,92.3,0,0,0,0,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.058333333,0.5
BSFI,F,127,89,0,0,1,0,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Automotive,M,148,81.1,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,F,131,90.9,0,0,0,1,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,F,111,92.1,0,0,0,1,1,1,5,0,1,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,F,118,86.6,0,0,1,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,M,115,89.7,0,0,1,0,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.0375,0.5
BSIE,F,88,81.6,0,0,1,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.054166667,0.5
BIT-CT,M,138,93.4,0,0,0,1,1,0,6,0,0,1,19,traditional,82.19663955,very_far,0.0375,0.5
BIT-Electronics,M,108,89,0,0,1,1,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,131,83.7,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,132,78.5,0,0,2,2,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BIT-Electronics,M,121,92.1,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,119,91.9,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.054166667,0.5
BSIE,F,109,87.5,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BSHM,F,119,92.1,0,0,0,0,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,59,75.3,0,2,2,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BIT-CT,M,70,74.9,1,1,2,-1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.0375,0.5
BIT-Automotive,M,126,78.7,0,0,2,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,119,91.6,0,0,0,1,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.0375,0.5
BSIT,F,111.56,82.7,0,0,1,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BIT-CT,M,109,87,0,0,1,1,0,0,5,0,1,0,17,traditional,82.19663955,very_far,0.0375,0.5
BSFI,F,109,96.1,0,0,0,0,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.058333333,0.5
BIT-Electronics,M,97,86.4,0,0,1,1,0,0,5,0,1,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,109,84.8,0,0,1,1,1,1,5,0,0,0,20,traditional,82.19663955,very_far,0.0375,0.5
BIT-Electronics,M,88,70.9,0,0,2,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,108,90.2,0,0,0,2,0,0,5,0,0,1,16,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Electronics,M,112,88.6,0,0,1,-1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,M,117,86.3,0,0,1,1,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.054166667,0.5
BSIE,F,111.56,79,0,0,2,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.054166667,0.5
BIT-Automotive,M,109,90,0,0,0,0,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,82,71.2,1,0,2,0,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,132,88.4,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,F,118,88.9,0,0,1,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.0375,0.5
BIT-Automotive,M,123,93.4,0,0,0,1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,126,84,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BSFI,M,121,84.3,0,0,1,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.058333333,0.5
BIT-CT,M,78,74.2,0,1,2,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.0375,0.5
BSFI,M,68,73.4,1,1,2,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.058333333,0.5
BSIT,M,103,95.1,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSHM,F,84,79.5,0,0,2,1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.033333333,0.5
BIT-Electronics,M,95,76.5,0,0,2,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-CT,M,110,91.4,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.0375,0.5
BIT-Electronics,M,123,79.2,0,0,2,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BSIE,F,117,91.6,0,0,0,2,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.054166667,0.5
